Description;Temperature;TempMin;TempMax;Feels Like;Humidity;Pressure;Date;City;Country;Main Condition
cielo sereno;3.6;3.58;3.6;-0.48;81;1002;2021-01-25 03:00:00;Ancona;IT;Clear;
pioggia leggera;4.5;4.5;4.5;-0.09;84;1000;2021-01-25 06:00:00;Ancona;IT;Rain;
pioggia moderata;6.56;6.56;6.56;3.4;86;1000;2021-01-25 09:00:00;Ancona;IT;Rain;
pioggia moderata;6.49;6.49;6.49;2.52;79;998;2021-01-25 12:00:00;Ancona;IT;Rain;
pioggia leggera;3.99;3.99;3.99;0.02;84;999;2021-01-25 15:00:00;Ancona;IT;Rain;
pioggia leggera;3.5;3.5;3.5;-1.78;77;1002;2021-01-25 18:00:00;Ancona;IT;Rain;
pioggia leggera;2.89;2.89;2.89;-1.79;78;1005;2021-01-25 21:00:00;Ancona;IT;Rain;
nubi sparse;2.24;2.24;2.24;-1.76;80;1007;2021-01-26 00:00:00;Ancona;IT;Clouds;
poche nuvole;2.02;2.02;2.02;-1.71;80;1009;2021-01-26 03:00:00;Ancona;IT;Clouds;
cielo sereno;1.84;1.84;1.84;-2.21;80;1011;2021-01-26 06:00:00;Ancona;IT;Clear;
poche nuvole;4.45;4.45;4.45;-0.8;68;1014;2021-01-26 09:00:00;Ancona;IT;Clouds;
cielo sereno;5.82;5.82;5.82;-0.05;63;1015;2021-01-26 12:00:00;Ancona;IT;Clear;
cielo sereno;5.15;5.15;5.15;1.33;67;1016;2021-01-26 15:00:00;Ancona;IT;Clear;
cielo sereno;2.39;2.39;2.39;-1.13;78;1017;2021-01-26 18:00:00;Ancona;IT;Clear;
cielo sereno;1.88;1.88;1.88;-1.57;80;1018;2021-01-26 21:00:00;Ancona;IT;Clear;
cielo sereno;1.79;1.79;1.79;-1.48;79;1018;2021-01-27 00:00:00;Ancona;IT;Clear;
cielo sereno;1.8;1.8;1.8;-1.4;78;1017;2021-01-27 03:00:00;Ancona;IT;Clear;
cielo sereno;1.6;1.6;1.6;-1.78;78;1018;2021-01-27 06:00:00;Ancona;IT;Clear;
cielo sereno;4.97;4.97;4.97;1.96;63;1018;2021-01-27 09:00:00;Ancona;IT;Clear;
nubi sparse;6.67;6.67;6.67;4.09;56;1018;2021-01-27 12:00:00;Ancona;IT;Clouds;
nubi sparse;5.75;5.75;5.75;2.79;64;1018;2021-01-27 15:00:00;Ancona;IT;Clouds;
nubi sparse;2.89;2.89;2.89;-0.5;76;1018;2021-01-27 18:00:00;Ancona;IT;Clouds;
cielo coperto;2.87;2.87;2.87;-0.71;77;1018;2021-01-27 21:00:00;Ancona;IT;Clouds;
nubi sparse;2.52;2.52;2.52;-0.89;80;1018;2021-01-28 00:00:00;Ancona;IT;Clouds;
cielo coperto;2.61;2.61;2.61;-0.6;79;1016;2021-01-28 03:00:00;Ancona;IT;Clouds;
cielo coperto;2.37;2.37;2.37;-1.16;80;1016;2021-01-28 06:00:00;Ancona;IT;Clouds;
nubi sparse;6.13;6.13;6.13;3.4;63;1016;2021-01-28 09:00:00;Ancona;IT;Clouds;
nubi sparse;8.49;8.49;8.49;5.19;54;1015;2021-01-28 12:00:00;Ancona;IT;Clouds;
cielo coperto;7.57;7.57;7.57;4.4;63;1015;2021-01-28 15:00:00;Ancona;IT;Clouds;
cielo coperto;5.13;5.13;5.13;1.95;68;1015;2021-01-28 18:00:00;Ancona;IT;Clouds;
cielo sereno;4.48;4.48;4.48;1.46;71;1016;2021-01-28 21:00:00;Ancona;IT;Clear;
nubi sparse;4.48;4.48;4.48;1.52;73;1015;2021-01-29 00:00:00;Ancona;IT;Clouds;
cielo coperto;4.56;4.56;4.56;1.6;76;1013;2021-01-29 03:00:00;Ancona;IT;Clouds;
cielo coperto;5.08;5.08;5.08;1.93;79;1012;2021-01-29 06:00:00;Ancona;IT;Clouds;
cielo coperto;7.55;7.55;7.55;4.1;78;1010;2021-01-29 09:00:00;Ancona;IT;Clouds;
cielo coperto;10.32;10.32;10.32;7.83;71;1008;2021-01-29 12:00:00;Ancona;IT;Clouds;
cielo coperto;10.67;10.67;10.67;8.42;79;1005;2021-01-29 15:00:00;Ancona;IT;Clouds;
poche nuvole;3.98;3.83;3.98;0.35;77;1002;2021-01-25 00:00:00;Ancona;IT;Clouds;
cielo sereno;3.6;3.58;3.6;-0.48;81;1002;2021-01-25 03:00:00;Ancona;IT;Clear;
pioggia leggera;4.5;4.5;4.5;-0.09;84;1000;2021-01-25 06:00:00;Ancona;IT;Rain;
pioggia moderata;6.56;6.56;6.56;3.4;86;1000;2021-01-25 09:00:00;Ancona;IT;Rain;
pioggia moderata;6.49;6.49;6.49;2.52;79;998;2021-01-25 12:00:00;Ancona;IT;Rain;
pioggia leggera;3.99;3.99;3.99;0.02;84;999;2021-01-25 15:00:00;Ancona;IT;Rain;
pioggia leggera;3.5;3.5;3.5;-1.78;77;1002;2021-01-25 18:00:00;Ancona;IT;Rain;
pioggia leggera;2.89;2.89;2.89;-1.79;78;1005;2021-01-25 21:00:00;Ancona;IT;Rain;
nubi sparse;2.24;2.24;2.24;-1.76;80;1007;2021-01-26 00:00:00;Ancona;IT;Clouds;
poche nuvole;2.02;2.02;2.02;-1.71;80;1009;2021-01-26 03:00:00;Ancona;IT;Clouds;
cielo sereno;1.84;1.84;1.84;-2.21;80;1011;2021-01-26 06:00:00;Ancona;IT;Clear;
poche nuvole;4.45;4.45;4.45;-0.8;68;1014;2021-01-26 09:00:00;Ancona;IT;Clouds;
cielo sereno;5.82;5.82;5.82;-0.05;63;1015;2021-01-26 12:00:00;Ancona;IT;Clear;
cielo sereno;5.15;5.15;5.15;1.33;67;1016;2021-01-26 15:00:00;Ancona;IT;Clear;
cielo sereno;2.39;2.39;2.39;-1.13;78;1017;2021-01-26 18:00:00;Ancona;IT;Clear;
cielo sereno;1.88;1.88;1.88;-1.57;80;1018;2021-01-26 21:00:00;Ancona;IT;Clear;
cielo sereno;1.79;1.79;1.79;-1.48;79;1018;2021-01-27 00:00:00;Ancona;IT;Clear;
cielo sereno;1.8;1.8;1.8;-1.4;78;1017;2021-01-27 03:00:00;Ancona;IT;Clear;
cielo sereno;1.6;1.6;1.6;-1.78;78;1018;2021-01-27 06:00:00;Ancona;IT;Clear;
cielo sereno;4.97;4.97;4.97;1.96;63;1018;2021-01-27 09:00:00;Ancona;IT;Clear;
nubi sparse;6.67;6.67;6.67;4.09;56;1018;2021-01-27 12:00:00;Ancona;IT;Clouds;
nubi sparse;5.75;5.75;5.75;2.79;64;1018;2021-01-27 15:00:00;Ancona;IT;Clouds;
nubi sparse;2.89;2.89;2.89;-0.5;76;1018;2021-01-27 18:00:00;Ancona;IT;Clouds;
cielo coperto;2.87;2.87;2.87;-0.71;77;1018;2021-01-27 21:00:00;Ancona;IT;Clouds;
nubi sparse;2.52;2.52;2.52;-0.89;80;1018;2021-01-28 00:00:00;Ancona;IT;Clouds;
cielo coperto;2.61;2.61;2.61;-0.6;79;1016;2021-01-28 03:00:00;Ancona;IT;Clouds;
cielo coperto;2.37;2.37;2.37;-1.16;80;1016;2021-01-28 06:00:00;Ancona;IT;Clouds;
nubi sparse;6.13;6.13;6.13;3.4;63;1016;2021-01-28 09:00:00;Ancona;IT;Clouds;
nubi sparse;8.49;8.49;8.49;5.19;54;1015;2021-01-28 12:00:00;Ancona;IT;Clouds;
cielo coperto;7.57;7.57;7.57;4.4;63;1015;2021-01-28 15:00:00;Ancona;IT;Clouds;
cielo coperto;5.13;5.13;5.13;1.95;68;1015;2021-01-28 18:00:00;Ancona;IT;Clouds;
cielo sereno;4.48;4.48;4.48;1.46;71;1016;2021-01-28 21:00:00;Ancona;IT;Clear;
nubi sparse;4.48;4.48;4.48;1.52;73;1015;2021-01-29 00:00:00;Ancona;IT;Clouds;
cielo coperto;4.56;4.56;4.56;1.6;76;1013;2021-01-29 03:00:00;Ancona;IT;Clouds;
cielo coperto;5.08;5.08;5.08;1.93;79;1012;2021-01-29 06:00:00;Ancona;IT;Clouds;
cielo coperto;7.55;7.55;7.55;4.1;78;1010;2021-01-29 09:00:00;Ancona;IT;Clouds;
cielo coperto;10.32;10.32;10.32;7.83;71;1008;2021-01-29 12:00:00;Ancona;IT;Clouds;
cielo coperto;10.67;10.67;10.67;8.42;79;1005;2021-01-29 15:00:00;Ancona;IT;Clouds;
poche nuvole;4.1;3.51;4.1;0.6;84;1001;2021-01-25 00:00:00;Ancona;IT;Clouds;
poche nuvole;3.9;3.74;3.9;-0.14;78;1002;2021-01-25 03:00:00;Ancona;IT;Clouds;
pioggia leggera;3.26;3.24;3.26;-0.74;84;1001;2021-01-25 06:00:00;Ancona;IT;Rain;
pioggia leggera;6.26;6.26;6.26;2.41;82;1000;2021-01-25 09:00:00;Ancona;IT;Rain;
pioggia moderata;5.85;5.85;5.85;3.35;89;998;2021-01-25 12:00:00;Ancona;IT;Rain;
pioggia leggera;4.68;4.68;4.68;-0.77;78;999;2021-01-25 15:00:00;Ancona;IT;Rain;
pioggia leggera;3.06;3.06;3.06;-1.49;81;1001;2021-01-25 18:00:00;Ancona;IT;Rain;
poche nuvole;2.88;2.88;2.88;-2.97;80;1004;2021-01-25 21:00:00;Ancona;IT;Clouds;
pioggia leggera;2.58;2.58;2.58;-1.47;80;1007;2021-01-26 00:00:00;Ancona;IT;Rain;
nubi sparse;2.11;2.11;2.11;-2.28;81;1008;2021-01-26 03:00:00;Ancona;IT;Clouds;
poche nuvole;1.84;1.84;1.84;-2.46;82;1010;2021-01-26 06:00:00;Ancona;IT;Clouds;
cielo sereno;4.7;4.7;4.7;0.33;66;1013;2021-01-26 09:00:00;Ancona;IT;Clear;
cielo sereno;6.48;6.48;6.48;0.77;60;1014;2021-01-26 12:00:00;Ancona;IT;Clear;
cielo sereno;5.37;5.37;5.37;0.68;66;1014;2021-01-26 15:00:00;Ancona;IT;Clear;
cielo sereno;2.57;2.57;2.57;-0.95;77;1015;2021-01-26 18:00:00;Ancona;IT;Clear;
cielo sereno;1.98;1.98;1.98;-1.82;79;1016;2021-01-26 21:00:00;Ancona;IT;Clear;
cielo sereno;1.81;1.81;1.81;-1.65;78;1017;2021-01-27 00:00:00;Ancona;IT;Clear;
cielo sereno;1.66;1.66;1.66;-1.88;78;1016;2021-01-27 03:00:00;Ancona;IT;Clear;
cielo sereno;1.51;1.51;1.51;-1.64;77;1017;2021-01-27 06:00:00;Ancona;IT;Clear;
cielo sereno;4.77;4.77;4.77;1.68;61;1018;2021-01-27 09:00:00;Ancona;IT;Clear;
cielo sereno;6.64;6.64;6.64;3.68;55;1018;2021-01-27 12:00:00;Ancona;IT;Clear;
cielo coperto;5.22;5.22;5.22;2.26;65;1017;2021-01-27 15:00:00;Ancona;IT;Clouds;
cielo coperto;3.33;3.33;3.33;0.62;73;1018;2021-01-27 18:00:00;Ancona;IT;Clouds;
nubi sparse;1.89;1.89;1.89;-0.87;79;1019;2021-01-27 21:00:00;Ancona;IT;Clouds;
nubi sparse;1.74;1.74;1.74;-1.52;80;1019;2021-01-28 00:00:00;Ancona;IT;Clouds;
nubi sparse;1.78;1.78;1.78;-1.63;80;1018;2021-01-28 03:00:00;Ancona;IT;Clouds;
nubi sparse;2.14;2.14;2.14;-1.02;80;1017;2021-01-28 06:00:00;Ancona;IT;Clouds;
cielo coperto;5.12;5.12;5.12;2.2;67;1017;2021-01-28 09:00:00;Ancona;IT;Clouds;
cielo coperto;8.23;8.23;8.23;5.18;59;1015;2021-01-28 12:00:00;Ancona;IT;Clouds;
cielo coperto;6.92;6.92;6.92;3.09;65;1013;2021-01-28 15:00:00;Ancona;IT;Clouds;
cielo coperto;5.68;5.68;5.68;1.71;68;1012;2021-01-28 18:00:00;Ancona;IT;Clouds;
cielo coperto;4.61;4.61;4.61;1.46;80;1011;2021-01-28 21:00:00;Ancona;IT;Clouds;
cielo coperto;4.4;4.4;4.4;1.88;85;1011;2021-01-29 00:00:00;Ancona;IT;Clouds;
nubi sparse;4.16;4.16;4.16;1.2;86;1010;2021-01-29 03:00:00;Ancona;IT;Clouds;
nubi sparse;4.22;4.22;4.22;1.38;86;1009;2021-01-29 06:00:00;Ancona;IT;Clouds;
nubi sparse;8.14;8.14;8.14;6.34;78;1010;2021-01-29 09:00:00;Ancona;IT;Clouds;
nubi sparse;11.69;11.69;11.69;9.54;68;1009;2021-01-29 12:00:00;Ancona;IT;Clouds;
cielo coperto;10.71;10.71;10.71;9.38;76;1008;2021-01-29 15:00:00;Ancona;IT;Clouds;
nubi sparse;8.48;8.48;8.48;5.74;81;1008;2021-01-29 18:00:00;Ancona;IT;Clouds;
poche nuvole;3.94;3.51;3.94;0.34;81;1001;2021-01-25 00:00:00;Ancona;IT;Clouds;
poche nuvole;3.85;3.74;3.85;-0.22;77;1002;2021-01-25 03:00:00;Ancona;IT;Clouds;
pioggia leggera;3.26;3.24;3.26;-0.74;84;1001;2021-01-25 06:00:00;Ancona;IT;Rain;
pioggia leggera;6.26;6.26;6.26;2.41;82;1000;2021-01-25 09:00:00;Ancona;IT;Rain;
pioggia moderata;5.85;5.85;5.85;3.35;89;998;2021-01-25 12:00:00;Ancona;IT;Rain;
pioggia leggera;4.68;4.68;4.68;-0.77;78;999;2021-01-25 15:00:00;Ancona;IT;Rain;
pioggia leggera;3.06;3.06;3.06;-1.49;81;1001;2021-01-25 18:00:00;Ancona;IT;Rain;
poche nuvole;2.88;2.88;2.88;-2.97;80;1004;2021-01-25 21:00:00;Ancona;IT;Clouds;
pioggia leggera;2.58;2.58;2.58;-1.47;80;1007;2021-01-26 00:00:00;Ancona;IT;Rain;
nubi sparse;2.11;2.11;2.11;-2.28;81;1008;2021-01-26 03:00:00;Ancona;IT;Clouds;
poche nuvole;1.84;1.84;1.84;-2.46;82;1010;2021-01-26 06:00:00;Ancona;IT;Clouds;
cielo sereno;4.7;4.7;4.7;0.33;66;1013;2021-01-26 09:00:00;Ancona;IT;Clear;
cielo sereno;6.48;6.48;6.48;0.77;60;1014;2021-01-26 12:00:00;Ancona;IT;Clear;
cielo sereno;5.37;5.37;5.37;0.68;66;1014;2021-01-26 15:00:00;Ancona;IT;Clear;
cielo sereno;2.57;2.57;2.57;-0.95;77;1015;2021-01-26 18:00:00;Ancona;IT;Clear;
cielo sereno;1.98;1.98;1.98;-1.82;79;1016;2021-01-26 21:00:00;Ancona;IT;Clear;
cielo sereno;1.81;1.81;1.81;-1.65;78;1017;2021-01-27 00:00:00;Ancona;IT;Clear;
cielo sereno;1.66;1.66;1.66;-1.88;78;1016;2021-01-27 03:00:00;Ancona;IT;Clear;
cielo sereno;1.51;1.51;1.51;-1.64;77;1017;2021-01-27 06:00:00;Ancona;IT;Clear;
cielo sereno;4.77;4.77;4.77;1.68;61;1018;2021-01-27 09:00:00;Ancona;IT;Clear;
cielo sereno;6.64;6.64;6.64;3.68;55;1018;2021-01-27 12:00:00;Ancona;IT;Clear;
cielo coperto;5.22;5.22;5.22;2.26;65;1017;2021-01-27 15:00:00;Ancona;IT;Clouds;
cielo coperto;3.33;3.33;3.33;0.62;73;1018;2021-01-27 18:00:00;Ancona;IT;Clouds;
nubi sparse;1.89;1.89;1.89;-0.87;79;1019;2021-01-27 21:00:00;Ancona;IT;Clouds;
nubi sparse;1.74;1.74;1.74;-1.52;80;1019;2021-01-28 00:00:00;Ancona;IT;Clouds;
nubi sparse;1.78;1.78;1.78;-1.63;80;1018;2021-01-28 03:00:00;Ancona;IT;Clouds;
nubi sparse;2.14;2.14;2.14;-1.02;80;1017;2021-01-28 06:00:00;Ancona;IT;Clouds;
cielo coperto;5.12;5.12;5.12;2.2;67;1017;2021-01-28 09:00:00;Ancona;IT;Clouds;
cielo coperto;8.23;8.23;8.23;5.18;59;1015;2021-01-28 12:00:00;Ancona;IT;Clouds;
cielo coperto;6.92;6.92;6.92;3.09;65;1013;2021-01-28 15:00:00;Ancona;IT;Clouds;
cielo coperto;5.68;5.68;5.68;1.71;68;1012;2021-01-28 18:00:00;Ancona;IT;Clouds;
cielo coperto;4.61;4.61;4.61;1.46;80;1011;2021-01-28 21:00:00;Ancona;IT;Clouds;
cielo coperto;4.4;4.4;4.4;1.88;85;1011;2021-01-29 00:00:00;Ancona;IT;Clouds;
nubi sparse;4.16;4.16;4.16;1.2;86;1010;2021-01-29 03:00:00;Ancona;IT;Clouds;
nubi sparse;4.22;4.22;4.22;1.38;86;1009;2021-01-29 06:00:00;Ancona;IT;Clouds;
nubi sparse;8.14;8.14;8.14;6.34;78;1010;2021-01-29 09:00:00;Ancona;IT;Clouds;
nubi sparse;11.69;11.69;11.69;9.54;68;1009;2021-01-29 12:00:00;Ancona;IT;Clouds;
cielo coperto;10.71;10.71;10.71;9.38;76;1008;2021-01-29 15:00:00;Ancona;IT;Clouds;
nubi sparse;8.48;8.48;8.48;5.74;81;1008;2021-01-29 18:00:00;Ancona;IT;Clouds;
poche nuvole;3.92;3.51;3.92;0.34;82;1002;2021-01-25 00:00:00;Ancona;IT;Clouds;
poche nuvole;3.85;3.74;3.85;-0.19;78;1002;2021-01-25 03:00:00;Ancona;IT;Clouds;
pioggia leggera;3.26;3.24;3.26;-0.74;84;1001;2021-01-25 06:00:00;Ancona;IT;Rain;
pioggia leggera;6.26;6.26;6.26;2.41;82;1000;2021-01-25 09:00:00;Ancona;IT;Rain;
pioggia moderata;5.85;5.85;5.85;3.35;89;998;2021-01-25 12:00:00;Ancona;IT;Rain;
pioggia leggera;4.68;4.68;4.68;-0.77;78;999;2021-01-25 15:00:00;Ancona;IT;Rain;
pioggia leggera;3.06;3.06;3.06;-1.49;81;1001;2021-01-25 18:00:00;Ancona;IT;Rain;
poche nuvole;2.88;2.88;2.88;-2.97;80;1004;2021-01-25 21:00:00;Ancona;IT;Clouds;
pioggia leggera;2.58;2.58;2.58;-1.47;80;1007;2021-01-26 00:00:00;Ancona;IT;Rain;
nubi sparse;2.11;2.11;2.11;-2.28;81;1008;2021-01-26 03:00:00;Ancona;IT;Clouds;
poche nuvole;1.84;1.84;1.84;-2.46;82;1010;2021-01-26 06:00:00;Ancona;IT;Clouds;
cielo sereno;4.7;4.7;4.7;0.33;66;1013;2021-01-26 09:00:00;Ancona;IT;Clear;
cielo sereno;6.48;6.48;6.48;0.77;60;1014;2021-01-26 12:00:00;Ancona;IT;Clear;
cielo sereno;5.37;5.37;5.37;0.68;66;1014;2021-01-26 15:00:00;Ancona;IT;Clear;
cielo sereno;2.57;2.57;2.57;-0.95;77;1015;2021-01-26 18:00:00;Ancona;IT;Clear;
cielo sereno;1.98;1.98;1.98;-1.82;79;1016;2021-01-26 21:00:00;Ancona;IT;Clear;
cielo sereno;1.81;1.81;1.81;-1.65;78;1017;2021-01-27 00:00:00;Ancona;IT;Clear;
cielo sereno;1.66;1.66;1.66;-1.88;78;1016;2021-01-27 03:00:00;Ancona;IT;Clear;
cielo sereno;1.51;1.51;1.51;-1.64;77;1017;2021-01-27 06:00:00;Ancona;IT;Clear;
cielo sereno;4.77;4.77;4.77;1.68;61;1018;2021-01-27 09:00:00;Ancona;IT;Clear;
cielo sereno;6.64;6.64;6.64;3.68;55;1018;2021-01-27 12:00:00;Ancona;IT;Clear;
cielo coperto;5.22;5.22;5.22;2.26;65;1017;2021-01-27 15:00:00;Ancona;IT;Clouds;
cielo coperto;3.33;3.33;3.33;0.62;73;1018;2021-01-27 18:00:00;Ancona;IT;Clouds;
nubi sparse;1.89;1.89;1.89;-0.87;79;1019;2021-01-27 21:00:00;Ancona;IT;Clouds;
nubi sparse;1.74;1.74;1.74;-1.52;80;1019;2021-01-28 00:00:00;Ancona;IT;Clouds;
nubi sparse;1.78;1.78;1.78;-1.63;80;1018;2021-01-28 03:00:00;Ancona;IT;Clouds;
nubi sparse;2.14;2.14;2.14;-1.02;80;1017;2021-01-28 06:00:00;Ancona;IT;Clouds;
cielo coperto;5.12;5.12;5.12;2.2;67;1017;2021-01-28 09:00:00;Ancona;IT;Clouds;
cielo coperto;8.23;8.23;8.23;5.18;59;1015;2021-01-28 12:00:00;Ancona;IT;Clouds;
cielo coperto;6.92;6.92;6.92;3.09;65;1013;2021-01-28 15:00:00;Ancona;IT;Clouds;
cielo coperto;5.68;5.68;5.68;1.71;68;1012;2021-01-28 18:00:00;Ancona;IT;Clouds;
cielo coperto;4.61;4.61;4.61;1.46;80;1011;2021-01-28 21:00:00;Ancona;IT;Clouds;
cielo coperto;4.4;4.4;4.4;1.88;85;1011;2021-01-29 00:00:00;Ancona;IT;Clouds;
nubi sparse;4.16;4.16;4.16;1.2;86;1010;2021-01-29 03:00:00;Ancona;IT;Clouds;
nubi sparse;4.22;4.22;4.22;1.38;86;1009;2021-01-29 06:00:00;Ancona;IT;Clouds;
nubi sparse;8.14;8.14;8.14;6.34;78;1010;2021-01-29 09:00:00;Ancona;IT;Clouds;
nubi sparse;11.69;11.69;11.69;9.54;68;1009;2021-01-29 12:00:00;Ancona;IT;Clouds;
cielo coperto;10.71;10.71;10.71;9.38;76;1008;2021-01-29 15:00:00;Ancona;IT;Clouds;
nubi sparse;8.48;8.48;8.48;5.74;81;1008;2021-01-29 18:00:00;Ancona;IT;Clouds;
cielo sereno;3.93;3.74;3.93;-0.05;80;1002;2021-01-25 03:00:00;Ancona;IT;Clear;
pioggia leggera;3.33;3.24;3.33;-0.66;84;1001;2021-01-25 06:00:00;Ancona;IT;Rain;
pioggia leggera;6.25;6.25;6.26;2.4;82;1000;2021-01-25 09:00:00;Ancona;IT;Rain;
pioggia moderata;5.85;5.85;5.85;3.35;89;998;2021-01-25 12:00:00;Ancona;IT;Rain;
pioggia leggera;4.68;4.68;4.68;-0.77;78;999;2021-01-25 15:00:00;Ancona;IT;Rain;
pioggia leggera;3.06;3.06;3.06;-1.49;81;1001;2021-01-25 18:00:00;Ancona;IT;Rain;
poche nuvole;2.88;2.88;2.88;-2.97;80;1004;2021-01-25 21:00:00;Ancona;IT;Clouds;
pioggia leggera;2.58;2.58;2.58;-1.47;80;1007;2021-01-26 00:00:00;Ancona;IT;Rain;
nubi sparse;2.11;2.11;2.11;-2.28;81;1008;2021-01-26 03:00:00;Ancona;IT;Clouds;
poche nuvole;1.84;1.84;1.84;-2.46;82;1010;2021-01-26 06:00:00;Ancona;IT;Clouds;
cielo sereno;4.7;4.7;4.7;0.33;66;1013;2021-01-26 09:00:00;Ancona;IT;Clear;
cielo sereno;6.48;6.48;6.48;0.77;60;1014;2021-01-26 12:00:00;Ancona;IT;Clear;
cielo sereno;5.37;5.37;5.37;0.68;66;1014;2021-01-26 15:00:00;Ancona;IT;Clear;
cielo sereno;2.57;2.57;2.57;-0.95;77;1015;2021-01-26 18:00:00;Ancona;IT;Clear;
cielo sereno;1.98;1.98;1.98;-1.82;79;1016;2021-01-26 21:00:00;Ancona;IT;Clear;
cielo sereno;1.81;1.81;1.81;-1.65;78;1017;2021-01-27 00:00:00;Ancona;IT;Clear;
cielo sereno;1.66;1.66;1.66;-1.88;78;1016;2021-01-27 03:00:00;Ancona;IT;Clear;
cielo sereno;1.51;1.51;1.51;-1.64;77;1017;2021-01-27 06:00:00;Ancona;IT;Clear;
cielo sereno;4.77;4.77;4.77;1.68;61;1018;2021-01-27 09:00:00;Ancona;IT;Clear;
cielo sereno;6.64;6.64;6.64;3.68;55;1018;2021-01-27 12:00:00;Ancona;IT;Clear;
cielo coperto;5.22;5.22;5.22;2.26;65;1017;2021-01-27 15:00:00;Ancona;IT;Clouds;
cielo coperto;3.33;3.33;3.33;0.62;73;1018;2021-01-27 18:00:00;Ancona;IT;Clouds;
nubi sparse;1.89;1.89;1.89;-0.87;79;1019;2021-01-27 21:00:00;Ancona;IT;Clouds;
nubi sparse;1.74;1.74;1.74;-1.52;80;1019;2021-01-28 00:00:00;Ancona;IT;Clouds;
nubi sparse;1.78;1.78;1.78;-1.63;80;1018;2021-01-28 03:00:00;Ancona;IT;Clouds;
nubi sparse;2.14;2.14;2.14;-1.02;80;1017;2021-01-28 06:00:00;Ancona;IT;Clouds;
cielo coperto;5.12;5.12;5.12;2.2;67;1017;2021-01-28 09:00:00;Ancona;IT;Clouds;
cielo coperto;8.23;8.23;8.23;5.18;59;1015;2021-01-28 12:00:00;Ancona;IT;Clouds;
cielo coperto;6.92;6.92;6.92;3.09;65;1013;2021-01-28 15:00:00;Ancona;IT;Clouds;
cielo coperto;5.68;5.68;5.68;1.71;68;1012;2021-01-28 18:00:00;Ancona;IT;Clouds;
cielo coperto;4.61;4.61;4.61;1.46;80;1011;2021-01-28 21:00:00;Ancona;IT;Clouds;
cielo coperto;4.4;4.4;4.4;1.88;85;1011;2021-01-29 00:00:00;Ancona;IT;Clouds;
nubi sparse;4.16;4.16;4.16;1.2;86;1010;2021-01-29 03:00:00;Ancona;IT;Clouds;
nubi sparse;4.22;4.22;4.22;1.38;86;1009;2021-01-29 06:00:00;Ancona;IT;Clouds;
nubi sparse;8.14;8.14;8.14;6.34;78;1010;2021-01-29 09:00:00;Ancona;IT;Clouds;
nubi sparse;11.69;11.69;11.69;9.54;68;1009;2021-01-29 12:00:00;Ancona;IT;Clouds;
cielo coperto;10.71;10.71;10.71;9.38;76;1008;2021-01-29 15:00:00;Ancona;IT;Clouds;
nubi sparse;8.48;8.48;8.48;5.74;81;1008;2021-01-29 18:00:00;Ancona;IT;Clouds;
cielo coperto;8.62;8.62;8.62;5.85;83;1008;2021-01-29 21:00:00;Ancona;IT;Clouds;
cielo sereno;3.91;3.74;3.91;-0.1;79;1002;2021-01-25 03:00:00;Ancona;IT;Clear;
pioggia leggera;3.32;3.24;3.32;-0.68;84;1001;2021-01-25 06:00:00;Ancona;IT;Rain;
pioggia leggera;6.25;6.25;6.26;2.4;82;1000;2021-01-25 09:00:00;Ancona;IT;Rain;
pioggia moderata;5.85;5.85;5.85;3.35;89;998;2021-01-25 12:00:00;Ancona;IT;Rain;
pioggia leggera;4.68;4.68;4.68;-0.77;78;999;2021-01-25 15:00:00;Ancona;IT;Rain;
pioggia leggera;3.06;3.06;3.06;-1.49;81;1001;2021-01-25 18:00:00;Ancona;IT;Rain;
poche nuvole;2.88;2.88;2.88;-2.97;80;1004;2021-01-25 21:00:00;Ancona;IT;Clouds;
pioggia leggera;2.58;2.58;2.58;-1.47;80;1007;2021-01-26 00:00:00;Ancona;IT;Rain;
nubi sparse;2.11;2.11;2.11;-2.28;81;1008;2021-01-26 03:00:00;Ancona;IT;Clouds;
poche nuvole;1.84;1.84;1.84;-2.46;82;1010;2021-01-26 06:00:00;Ancona;IT;Clouds;
cielo sereno;4.7;4.7;4.7;0.33;66;1013;2021-01-26 09:00:00;Ancona;IT;Clear;
cielo sereno;6.48;6.48;6.48;0.77;60;1014;2021-01-26 12:00:00;Ancona;IT;Clear;
cielo sereno;5.37;5.37;5.37;0.68;66;1014;2021-01-26 15:00:00;Ancona;IT;Clear;
cielo sereno;2.57;2.57;2.57;-0.95;77;1015;2021-01-26 18:00:00;Ancona;IT;Clear;
cielo sereno;1.98;1.98;1.98;-1.82;79;1016;2021-01-26 21:00:00;Ancona;IT;Clear;
cielo sereno;1.81;1.81;1.81;-1.65;78;1017;2021-01-27 00:00:00;Ancona;IT;Clear;
cielo sereno;1.66;1.66;1.66;-1.88;78;1016;2021-01-27 03:00:00;Ancona;IT;Clear;
cielo sereno;1.51;1.51;1.51;-1.64;77;1017;2021-01-27 06:00:00;Ancona;IT;Clear;
cielo sereno;4.77;4.77;4.77;1.68;61;1018;2021-01-27 09:00:00;Ancona;IT;Clear;
cielo sereno;6.64;6.64;6.64;3.68;55;1018;2021-01-27 12:00:00;Ancona;IT;Clear;
cielo coperto;5.22;5.22;5.22;2.26;65;1017;2021-01-27 15:00:00;Ancona;IT;Clouds;
cielo coperto;3.33;3.33;3.33;0.62;73;1018;2021-01-27 18:00:00;Ancona;IT;Clouds;
